"jelentkezesi_hatarido","allas_megnevezese","kozzetevo","tipus","telepules","tipus","kisterseg","megye","regio","egyhazi_iskola"
"2017-11-24","ügyfélszolgálati referens","Nemzeti Adó-és Vámhivatal Komárom-Esztergom Megyei Adóigazgatósága","Köztisztviselő","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-11-28","pszichológus","Tatabányai Tankerületi Központ Komárom-Esztergom Megyei Pedagógiai Szakszolgálat","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-11-28","pszichológus","Tatabányai Tankerületi Központ Komárom-Esztergom Megyei Pedagógiai Szakszolgálat","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-11-30","munkavédelmi szakügyintéző","Komárom-Esztergom Megyei Kormányhivatal","Köztisztviselő","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-11-30","pénzügyi ügyintéző (határozott időre)","Tatabánya Megyei Jogú Város Polgármesteri Hivatala","Köztisztviselő","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-11-30","üzemeltetési referens","Szociális és Gyermekvédelmi Főigazgatóság","Köztisztviselő","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-11-30","Titkársági referens  (pénzügy)","Tatabányai Tankerületi Központ","Köztisztviselő","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-11-30","óvodapedagógus","Tatabányai Benedek Elek Óvoda - Tatabánya","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-11-30","közbeszerzési referens","Tatabánya Megyei Jogú Város Polgármesteri Hivatala","Köztisztviselő","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-01","Gépész szakoktató","Tatabányai Szakképzési Centrum","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-08","Tanügy-igazgatási és személyügyi referens","Tatabányai Tankerületi Központ","Köztisztviselő","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-10","hegedű tanár","Tatabányai Tankerületi Központ Tatabányai Erkel Ferenc AMI","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-10","szolfézs szakos tanár","Tatabányai Tankerületi Központ Tatabányai Erkel Ferenc AMI","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-10","orgona-zongora szakos tanár","Tatabányai Tankerületi Központ Tatabányai Erkel Ferenc AMI","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-10","gyámügyi szakügyintéző","Komárom-Esztergom Megyei Kormányhivatal","Köztisztviselő","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-11","Pénzügyi referens","Tatabányai Tankerületi Központ","Köztisztviselő","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-15","szakorvos","Szent Borbála Kórház -Tatabánya","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-15","szülész-nőgyógyász szakorvos","Szent Borbála Kórház -Tatabánya","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-15","laboratóriumi szakorvos","Szent Borbála Kórház -Tatabánya","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-12-20","Informatikai referens","Tatabányai Tankerületi Központ","Köztisztviselő","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2018-01-15","ÓVODAPEDAGÓGUS","Tatabányai Gyermekkert Óvoda","Közalkalmazott","Tatabánya","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"2017-11-28","Védőnő","Tatárszentgyörgy Község Önkormányzata","Közalkalmazott","Tatárszentgyörgy","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-12-03","általános iskolai tanító","Monori Tankerületi Központ","Közalkalmazott","Tatárszentgyörgy","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-12-03","ének-zene - angol nyelv szakos tanár","Monori Tankerületi Központ","Közalkalmazott","Tatárszentgyörgy","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-12-03","fizika-kémia-technika szakos tanár","Monori Tankerületi Központ","Közalkalmazott","Tatárszentgyörgy","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-12-03","magyar nyelv és irodalom-történelem szakos tanár","Monori Tankerületi Központ","Közalkalmazott","Tatárszentgyörgy","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-11-24","Pénzügyi ügyintéző","Telki Községi Önkormányzat Polgármesteri Hivatal","Köztisztviselő","Telki","nem_hatranyos _besorolasu","Budaörsi","Pest","Közép-magyarország",0
"2017-11-28","tanító/napközis tanító","Érdi Tankerületi Központ","Közalkalmazott","Telki","nem_hatranyos _besorolasu","Budaörsi","Pest","Közép-magyarország",0
"2017-11-28","Tanító angol műveltségterülettel","Érdi Tankerületi Központ","Közalkalmazott","Telki","nem_hatranyos _besorolasu","Budaörsi","Pest","Közép-magyarország",0
"2017-12-10","portás","Érdi Tankerületi Központ","Közalkalmazott","Telki","nem_hatranyos _besorolasu","Budaörsi","Pest","Közép-magyarország",0
"2017-12-29","Háziorvos","Tereske Község Önkormányzata","Közalkalmazott","Tereske","nem_hatranyos _besorolasu","Rétsági","Nógrád","Észak-Magyarország",0
"2017-12-04","portás-karbantartó","Érdi Tankerületi Központ","Közalkalmazott","Tinnye","nem_hatranyos _besorolasu","Pilisvörösvári","Pest","Közép-magyarország",0
"2017-12-21","óvodavezető","Tinnye Község Önkormányzata","Közalkalmazott","Tinnye","nem_hatranyos _besorolasu","Pilisvörösvári","Pest","Közép-magyarország",0
"2017-12-21","óvodavezető","Tinnye Község Önkormányzata","Közalkalmazott","Tinnye","nem_hatranyos _besorolasu","Pilisvörösvári","Pest","Közép-magyarország",0
"2017-11-26","biológia - földrajz szakos tanár","Kecskeméti Tankerületi Központ","Közalkalmazott","Tiszaalpár","nem_hatranyos _besorolasu","Kiskunfélegyházai","Bács-Kiskun","Dél-Alföld",0
"2017-11-29","1 fő testnevelés-biológia szakos tanár","Nyíregyházi Tankerületi Központ","Közalkalmazott","Tiszabercel","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-11-30","vezető gondozó","Tiszacsege Város Önkormányzat","Közalkalmazott","Tiszacsege","LHH","Balmazújvárosi","Hajdú-Bihar","Észak-Alföld",0
"2017-12-05","szociális gondozó (5 fő)","Tiszacsege Város Önkormányzat","Közalkalmazott","Tiszacsege","LHH","Balmazújvárosi","Hajdú-Bihar","Észak-Alföld",0
"2017-11-30","gyógypedagógus","Szolnoki Tankerületi Központ","Közalkalmazott","Tiszaföldvár","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-30","gyógypedagógus","Szolnoki Tankerületi Központ","Közalkalmazott","Tiszaföldvár","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-30","gyógypedagógus","Szolnoki Tankerületi Központ","Közalkalmazott","Tiszaföldvár","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-30","gyógypedagógus","Szolnoki Tankerületi Központ","Közalkalmazott","Tiszaföldvár","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-30","gyógypedagógus","Szolnoki Tankerületi Központ","Közalkalmazott","Tiszaföldvár","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-30","2 fő gyógypedagógus","Szolnoki Tankerületi Központ","Közalkalmazott","Tiszaföldvár","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-30","utazó gyógypedagógus","Szolnoki Tankerületi Központ","Közalkalmazott","Tiszaföldvár","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-30","utazó gyógypedagógus","Szolnoki Tankerületi Központ","Közalkalmazott","Tiszaföldvár","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-30","konduktor","Szolnoki Tankerületi Központ","Közalkalmazott","Tiszaföldvár","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-12-05","családsegítő","Egyesített Szociális Intézmény Tiszaföldvár","Közalkalmazott","Tiszaföldvár","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-22","angol szakos tanár","Karcagi Tankerületi Központ","Közalkalmazott","Tiszafüred","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",1
"2017-12-15","matematika-bármely szakos tanár","Karcagi Szakképzési Centrum","Közalkalmazott","Tiszafüred","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",1
"2017-12-15","informatika - bármely szakos tanár","Karcagi Szakképzési Centrum","Közalkalmazott","Tiszafüred","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",1
"2017-12-05","testnevelés-bármely szakos tanár","Kisvárdai Tankerületi Központ","Közalkalmazott","Tiszakanyár","HH","Kisvárdai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-11-26","gyógytestnevelő tanár","Kecskeméti Tankerületi Központ","Közalkalmazott","Tiszakécske","nem_hatranyos _besorolasu","Kecskeméti","Bács-Kiskun","Dél-Alföld",1
"2017-11-27","2 fő óvodapedagógus","Tiszalúci Önálló Napköziotthonos Óvoda","Közalkalmazott","Tiszalúc","LHHK","Szerencsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"2017-12-04","jegyző","Tiszasasi Közös Önkormányzati Hivatal","Köztisztviselő","Tiszasas","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-28","óvodai dajka","Tiszaszőlősi Cseperedő Óvoda","Közalkalmazott","Tiszaszőlős","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2020-10-14","Óvodapedagógus","Napköziotthonos Óvoda Tiszatelek","Közalkalmazott","Tiszatelek","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-12-01","Gyűjteménykezelő","Egyesített Közművelődési Intézmény és Könyvtár","Közalkalmazott","Tiszavasvári","LHH","Tiszavasvári","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-12-01","muzeológus, néprajzos","Egyesített Közművelődési Intézmény és Könyvtár","Közalkalmazott","Tiszavasvári","LHH","Tiszavasvári","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-12-04","Mezőőr","Tiszavasvári Város Önkormányzata","Közalkalmazott","Tiszavasvári","LHH","Tiszavasvári","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-12-13","Könyvelő","Városi Kincstár - Tiszavasvári","Közalkalmazott","Tiszavasvári","LHH","Tiszavasvári","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-12-13","gazdasági vezető-helyettes","Városi Kincstár - Tiszavasvári","Közalkalmazott","Tiszavasvári","LHH","Tiszavasvári","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-11-28","portás","Mezőkövesdi Tankerületi Központ","Közalkalmazott","Tiszaújváros","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",1
"2017-12-03","konyhalány","Tiszaújvárosi Intézményműködtető Központ","Közalkalmazott","Tiszaújváros","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",1
"2017-12-04","takarító","Tiszaújvárosi Intézményműködtető Központ","Közalkalmazott","Tiszaújváros","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",1
"2017-12-05","takarító","Mezőkövesdi Tankerületi Központ","Közalkalmazott","Tiszaújváros","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",1
"2017-12-11","Védőnő","Tolna Város Önkormányzatának Családsegítő Központja","Közalkalmazott","Tolna","nem_hatranyos _besorolasu","Szekszárdi","Tolna","Dél-Dunántúl",0
"2017-12-11","Védőnő","Tolna Város Önkormányzatának Családsegítő Központja","Közalkalmazott","Tolna","nem_hatranyos _besorolasu","Szekszárdi","Tolna","Dél-Dunántúl",0
"2017-11-22","tanító","Karcagi Tankerületi Központ","Közalkalmazott","Tomajmonostora","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"2017-11-26","élelmezésvezető - szakács","Tordas Község Önkormányzat Polgármesteri Hivatal","Közalkalmazott","Tordas","nem_hatranyos _besorolasu","Ercsi","Fejér","Közép-Dunántúl",0
"2017-12-05","Szakács","Tordas Község Önkormányzat Polgármesteri Hivatal","Közalkalmazott","Tordas","nem_hatranyos _besorolasu","Ercsi","Fejér","Közép-Dunántúl",0
"2017-11-30","intézményvezető","Községi Önkormányzat - Tornanádaska","Közalkalmazott","Tornanádaska","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"2017-11-28","óvodai dajka","Toronyi Csicsergő Óvoda","Közalkalmazott","Torony","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"2017-11-23","óvodavezető","Csengerújfalu, Tyukod és Ura Óvodai Társulása","Közalkalmazott","Tyukod","LHHK","Csengeri","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"2017-12-04","matematika szakos tanár","Monori Tankerületi Központ","Közalkalmazott","Táborfalva","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-12-04","magyar nyelv és irodalom-történelem szakos tanár","Monori Tankerületi Központ","Közalkalmazott","Táborfalva","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-12-04","gyógypedagógus","Monori Tankerületi Központ","Közalkalmazott","Táborfalva","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-12-07","igazgató","Táborfalva Nagyközség Önkormányzata","Közalkalmazott","Táborfalva","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"2017-11-30","Óvodapedagógus","Tápióbicskei Gyermeklánc Óvoda","Közalkalmazott","Tápióbicske","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-11-24","területi védőnő","Tápiógyörgye Községi Önkormányzat","Közalkalmazott","Tápiógyörgye","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-11-24","könyvtáros","Tápiógyörgye Községi Önkormányzat","Közalkalmazott","Tápiógyörgye","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-12-04","háziorvosi asszisztens","Tápiószecső Nagyközség Önkormányzata","Közalkalmazott","Tápiószecső","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-12-05","Fejlesztő pedagógus","Ceglédi Tankerületi Központ Nagykátai Iroda","Közalkalmazott","Tápiószecső","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-12-05","Utazó logopédus","Ceglédi Tankerületi Központ Nagykátai Iroda","Közalkalmazott","Tápiószecső","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-12-05","Napközis nevelő/ tanító","Ceglédi Tankerületi Központ Nagykátai Iroda","Közalkalmazott","Tápiószecső","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-12-05","Tanító","Ceglédi Tankerületi Központ Nagykátai Iroda","Közalkalmazott","Tápiószecső","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-12-05","Testnevelő tanár vagy tanító testnevelés műveltségi területen","Ceglédi Tankerületi Központ Nagykátai Iroda","Közalkalmazott","Tápiószecső","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-12-06","óvodapedagógus","Tápiószecsői Pöttöm Óvoda","Közalkalmazott","Tápiószecső","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-11-27","háziorvos","Tápiószele Város Önkormányzatának Képviselő-testülete","Közalkalmazott","Tápiószele","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",1
"2017-12-01","Rajz szakos tanár","Ceglédi Tankerületi Központ Nagykátai Iroda","Közalkalmazott","Tápiószentmárton","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-12-08","pénzügyi-költségvetési ügyintézői I.","Tápiószentmártoni Polgármesteri Hivatal","Köztisztviselő","Tápiószentmárton","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-12-17","intézményvezető (PMBESZI)","Szociális és Gyermekvédelmi Főigazgatóság Pest Megyei Kirendeltsége","Közalkalmazott","Tápiószentmárton","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"2017-11-24","pénzügyi ügyintéző","Tárnoki Polgármesteri Hivatal","Köztisztviselő","Tárnok","nem_hatranyos _besorolasu","Érdi","Pest","Közép-magyarország",0
"2017-12-10","iskolapszichológus","Érdi Tankerületi Központ","Közalkalmazott","Tárnok","nem_hatranyos _besorolasu","Érdi","Pest","Közép-magyarország",0
"2017-12-10","testnevelés","Érdi Tankerületi Központ","Közalkalmazott","Tárnok","nem_hatranyos _besorolasu","Érdi","Pest","Közép-magyarország",0
"2017-12-10","napközis nevelő","Érdi Tankerületi Központ","Közalkalmazott","Tárnok","nem_hatranyos _besorolasu","Érdi","Pest","Közép-magyarország",0
"2017-12-10","takarító","Érdi Tankerületi Központ","Közalkalmazott","Tárnok","nem_hatranyos _besorolasu","Érdi","Pest","Közép-magyarország",0
