jelentkezesi_hatarido,allas_megnevezese,kozzetevo,munkavegzes_helye,tipus,jelentkezes_statusza,id,van_e_vesszo
2017-12-06,technika szakos tanár,Dél-Budai Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdbf9qfbb5,1
2017-12-06,Matematika-fizika szakos középiskolai tanár,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Kaposvár",Közalkalmazott,,tdbf9uhyb0,1
2017-12-06,Mérnöktanár (gépészet),Kaposvári Szakképzési Centrum,"Somogy megye
                             , Kaposvár",Közalkalmazott,,tdbf9o1mg8,1
2017-12-06,Testnevelés szakos középiskolai tanár,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Kaposvár",Közalkalmazott,,tdbf8wgva6,1
2017-12-06,Angol nyelv- és irodalom - bármely szakos középiskolai tanár,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Kaposvár",Közalkalmazott,,tdbf8rl5e4,1
2017-12-06,matematika szakos tanár,Dél-Budai Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdbf7qanf9,1
2017-12-06,Testnevelés szakos középiskolai tanár,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Kadarkút",Közalkalmazott,,tdbf7rknb6,1
2017-12-06,minőségfejlesztési elemző (ügyvivő-szakértő),Budapesti Corvinus Egyetem,"Budapest, Budapest",Közalkalmazott,,tdbf6wsbd0,1
2017-12-06,Takarítónő,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Tab",Közalkalmazott,,tdbf6ef3g9,1
2017-12-06,adjunktus,Nyíregyházi Egyetem,"Szabolcs-Szatmár-Bereg megye
                             , Nyíregyháza",Közalkalmazott,,tdbf6ifye5,1
2017-12-06,konduktor,Erzsébet Ligeti Óvoda,"Győr-Moson-Sopron megye
                             , Győr",Közalkalmazott,,tdbf5rgme0,1
2017-12-06,műszaki referens,Nemzeti Örökség Intézete,"Budapest, Budapest",Közalkalmazott,,tdbf4qlnh4,1
2017-12-06,műszaki referens,Nemzeti Örökség Intézete,"Budapest, Budapest",Közalkalmazott,,tdbf4qlnh4,1
2017-12-06,nemzetközi referens (ügyintéző),Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdbf4ea7j3,1
2017-12-06,titkársági munkatárs (ügyintéző),Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdbf4zk7f0,1
2017-12-06,Matematika - bármely szakos középiskolai tanár,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Barcs",Közalkalmazott,,tdbf4pg7c7,1
2017-12-06,Német nyelv- és irodalom - bármely szakos középiskolai tanár,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Barcs",Közalkalmazott,,tdbf3zjbc2,1
2017-12-06,Testnevelés - bármely szakos középiskolai tanár,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Barcs",Közalkalmazott,,tdbf3ul3e1,1
2017-12-06,Történelem - bármely szakos középiskolai tanár,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Barcs",Közalkalmazott,,tdbf2qh3b8,1
2017-12-06,Angol nyelv- és irodalom - bármely szakos középiskolai tanár,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Barcs",Közalkalmazott,,tdbf2ravf6,1
2017-12-06,Természetismeret - német nyelv szakos középiskolai tanár,Kaposvári Szakképzési Centrum,"Somogy megye
                             , Barcs",Közalkalmazott,,tdbf2zg5j4,1
2017-12-06,Ügyfélszolgálati ügyintéző,Bevándorlási és Menekültügyi Hivatal,"Baranya megye
                             , Pécs",Köztisztviselő,,tdbf0qd7e2,1
2017-12-06,testnevelő tanár,Belső-Pesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdbf0ij3h6,1
2017-12-06,engedélyügyi ügyintéző,Bevándorlási és Menekültügyi Hivatal,"Baranya megye
                             , Pécs",Köztisztviselő,,tdbg8plnf8,1
2017-12-06,általános iskolai tanító,Szigetvári Tankerületi Központ,"Baranya megye
                             , Bikal",Közalkalmazott,,tdbg7wa7h7,1
2017-12-06,Technikai munkatárs,Kállai Ferenc Kulturális Központ,"Békés megye
                             , Gyomaendrőd",Közalkalmazott,,tdbg7efxj6,1
2017-12-06,gyógypedagógus-logopédus,Szigetvári Tankerületi Központ,"Baranya megye
                             , Szentlőrinc",Közalkalmazott,,tdbg7tk7d4,1
2017-12-06,Titkársági ügyintéző,Bagaméri Polgármesteri Hivatal,"Hajdú-Bihar megye
                             , Bagamér",Köztisztviselő,,tdbg6es3g8,1
2017-12-06,Állatgondozó,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdbg6rgyi7,1
2017-12-06,adóügyi ügyintéző,Erzsébeti Közös Önkormányzati Hivatal,"Baranya megye
                             , Nagypall",Köztisztviselő,,tdbg6ofvg3,1
2017-12-06,Ügyvivő szakértő (műszaki) 4 fő,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdbg6phmi2,1
2017-12-06,Pénzügyi vezető,Szabadtéri Néprajzi Múzeum,"Pest megye
                             , Szentendre",Közalkalmazott,,tdbg4rscb1,1
2017-12-06,Pénzügyi vezető,Szabadtéri Néprajzi Múzeum,"Pest megye
                             , Szentendre",Közalkalmazott,,tdbg4rscb1,1
2017-12-07,igazgató,Táborfalva Nagyközség Önkormányzata,"Pest megye
                             , Táborfalva",Közalkalmazott,,rhya0wfni7,1
2017-12-07,gyógyszerész,Egyesített Szent István és Szent László Kórház - Rendelőintézet,"Budapest, Budapest",Közalkalmazott,,tdxa7th7h6,1
2017-12-07,Tagintézmény-vezető,Szigetvári Tankerületi Központ,"Baranya megye
                             , Egyházaskozár",Közalkalmazott,,tdxb6tdbe7,1
2017-12-07,iskolapszichológus,Észak-Budapesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdxe9payc4,1
2017-12-07,technika-bármely szakos tanár,Észak-Budapesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdxe8olnj6,1
2017-12-07,tanító,Észak-Budapesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdxe5tkvd5,1
2017-12-07,Igazgató,Seregélyes Nagyközség Önkormányzata Képviselőtestülete,"Fejér megye
                             , Seregélyes",Közalkalmazott,,tdxf0eh7f5,1
2017-12-07,"szakorvosi munkakör, egészségügyi ellátásért felelős (orvos) osztályvezető megbízás mellett",Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdxh3rlbh6,1
2017-12-07,ápoló,Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház,"Szabolcs-Szatmár-Bereg megye
                             , Nyíregyháza",Közalkalmazott,,tdxh2wdvj0,1
2017-12-07,"konduktor munkakör, pedagógiai rehabilitációért felelős (konduktor) osztályvezetői megbízás mellett",Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdxh2rkye8,1
2017-12-07,ápoló,Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház,"Szabolcs-Szatmár-Bereg megye
                             , Nagykálló",Közalkalmazott,,tdxh2usmi6,1
2017-12-07,ápoló,Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház,"Szabolcs-Szatmár-Bereg megye
                             , Mátészalka",Közalkalmazott,,tdxh2igya5,1
2017-12-07,ápoló,Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház,"Szabolcs-Szatmár-Bereg megye
                             , Fehérgyarmat",Közalkalmazott,,tdxh2plme3,1
2017-12-07,egyetemi tanár,Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdxh1pkcb5,1
2017-12-07,egyetemi tanár,Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdxi9rd3e4,1
2017-12-07,egyetemi tanár,Semmelweis Egyetem,"Budapest, Budapest",Közalkalmazott,,tdxi8ulch3,1
2017-12-07,Szakmai egység vezető,Bolyai Gyermekotthoni Központ,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdcd0q17g7,1
2017-12-07,szociális segítő,Budapesti Módszertani Szociális Központ és Intézményei,"Budapest, Budapest",Közalkalmazott,,tdce7qhng3,1
2017-12-07,Partnerkapcsolati referens,Budapesti Gazdasági Egyetem,"Budapest, Budapest",Közalkalmazott,,tdch8wfvc7,1
2017-12-07,Szakasszisztens (műtéti),Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdcj6rsxa7,1
2017-12-07,angol szakos tanár,Észak-Pesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdva4qsnj2,1
2017-12-07,matematika-technika-informatika szakos tanár,Észak-Pesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdva4ejcd0,1
2017-12-07,tanító,Észak-Pesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdva4ok7e5,1
2017-12-07,Közterület-felügyelő,,"Nem_megadott , Nem_megadott",Köztisztviselő,,tdva1es5e6,1
2017-12-07,Logisztikai Osztályvezető,Tolna Megyei  Balassa János Kórház,"Tolna megye
                             , Szekszárd",Közalkalmazott,,tdvc0qgxj7,1
2017-12-07,iskolai védőnő,Településellátó Szervezet,"Pest megye
                             , Göd",Közalkalmazott,,tdvd7rj7f0,1
2017-12-07,portás,Budapesti Gazdasági Szakképzési Centrum,"Budapest, Budapest",Közalkalmazott,,tdvd7usna8,1
2017-12-07,takarító,Dél-Pesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdvh2q1vi7,1
2017-12-07,Asszisztens (gyógyszertári) 2 fő,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdvi3phyg7,1
2017-12-07,Múzeumpedagógus,Zebegény Község Önkormányzata,"Pest megye
                             , Zebegény",Közalkalmazott,,tdvi0ilbe4,1
2017-12-07,szerkesztőségi munkatárs,Budapesti Műszaki és Gazdaságtudományi Egyetem,"Budapest, Budapest",Közalkalmazott,,tdvj8za5d0,1
2017-12-07,Középiskolai vendéglátó szakmai tanár,Egri Szakképzési Centrum,"Heves megye
                             , Lőrinci",Közalkalmazott,,tdvj8ok5a7,1
2017-12-07,Múzeumi teremőr (2 fő),Zebegény Község Önkormányzata,"Pest megye
                             , Zebegény",Közalkalmazott,,tdvj6pkvf0,1
2017-12-07,Pénzügyi osztályvezető,Miskolc Megyei Jogú Város Önkormányzata Őszi Napsugár Otthon,"Borsod-Abaúj-Zemplén megye
                             , Miskolc",Közalkalmazott,,tdvj3pfyg6,1
2017-12-07,Pénzügyi ügyintéző,Miskolc Megyei Jogú Város Önkormányzata Őszi Napsugár Otthon,"Borsod-Abaúj-Zemplén megye
                             , Miskolc",Közalkalmazott,,tdvj0zs7a5,1
2017-12-07,iskolapszichológus,Belső-Pesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdbc6tdyh1,1
2017-12-07,1 fő varrónő,Fejér Megyei  Integrált Szociális Intézménye,"Fejér megye
                             , Polgárdi- Ipartelep",Közalkalmazott,,tdbe6ud3c7,1
2017-12-07,óvodai dajka,Csényei Óvoda,"Vas megye
                             , Csénye",Közalkalmazott,,tdbe5rjme1,1
2017-12-07,óvodapedagógus,Abaújszántói Óvoda és Egységes Óvoda-Bölcsőde - Abaújszántó,"Borsod-Abaúj-Zemplén megye
                             , Boldogkőújfalu",Közalkalmazott,,tdbe4rhcb3,1
2017-12-07,Rajztanár,Kisvárdai Tankerületi Központ,"Szabolcs-Szatmár-Bereg megye
                             , Demecser",Közalkalmazott,,tdbe4pj7c8,1
2017-12-07,óvodapedagógus,Abaújszántói Óvoda és Egységes Óvoda-Bölcsőde - Abaújszántó,"Borsod-Abaúj-Zemplén megye
                             , Boldogkőújfalu",Közalkalmazott,,tdbe3tjxa4,1
2017-12-07,1 fő karbantartó,Fejér Megyei Integrált Szociális Intézménye,"Fejér megye
                             , Bicske",Közalkalmazott,,tdbf6pkmi3,1
2017-12-07,15 fő gondozó,Fejér Megyei  Integrált Szociális Intézménye,"Fejér megye
                             , Bicske",Közalkalmazott,,tdbf5of5d6,1
2017-12-07,Vízminőség-védelmi referens,Országos Vízügyi Főigazgatóság,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdbf4odna8,1
2017-12-07,Illetményszámfejtő,Pest Megyei Rendőr-főkapitányság,"Pest megye
                             , Budapest",Közalkalmazott,,tdbf3w1bg5,1
2017-12-07,Rendszergazda-oktatástechnikus,Szegedi Szakképzési Centrum,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdbf2wlyd7,1
2017-12-07,Víziközmű referens,Országos Vízügyi Főigazgatóság,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdbf2ukvb3,1
2017-12-07,Gyógypedagógus (tanulásban akadályozottak pedagógiai szakirány),Szegedi Szakképzési Centrum,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdbf1qgch0,1
2017-12-07,Rajz-természetismeret szakos középiskolai tanár,Szegedi Szakképzési Centrum,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdbf0ugbf7,1
2017-12-07,Gépész szakoktató,Szegedi Szakképzési Centrum,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdbg9wf3d3,1
2017-12-07,Szakápoló (onkológiai),Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdbg5os5d5,1
2017-12-07,Ügyvivő szakértő,Semmelweis Egyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdbg5pgcf4,1
2017-12-08,"osztályvezető, járási tisztifőorvos",Zala Megyei Kormányhivatal,"Zala megye
                             , Zalaegerszeg",Köztisztviselő,,r17c3taye9,1
2017-12-08,Gazdasági csoportvezető,ÉletFa Rehabilitációs Intézet,"Pest megye
                             , Dunakeszi",Közalkalmazott,,tsme4ogce2,1
2017-12-08,Ápoló,ÉletFa Rehabilitációs Intézet,"Pest megye
                             , Dunakeszi",Közalkalmazott,,tsme2rdyj0,1
2017-12-08,Konyhai kisegítő,ÉletFa Rehabilitációs Intézet,"Pest megye
                             , Dunakeszi",Közalkalmazott,,tsme1qjyc4,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts7d6rj7a0,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts7d4ia5a1,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts7d3zkxf4,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts7d2pdmi3,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts7d0zd7f0,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts7e9qdxe6,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts7e5odmg7,1
2017-12-08,családi vagyonfelügyelő,Pest Megyei Kormányhivatal,"Pest megye
                             , Érd",Köztisztviselő,,ts7j4ofnf3,1
2017-12-08,oktatási szakügyintéző,Pest Megyei Kormányhivatal,"Pest megye
                             , Budapest",Köztisztviselő,,ts5a6wabj4,1
2017-12-08,óvodapedagógus,Kislángi Általános Művelődési Központ,"Fejér megye
                             , Kisláng",Közalkalmazott,,ts5a2wkyi1,1
2017-12-08,műszaki ügyintéző ,Dunavarsányi Közös Önkormányzati Hivatal,"Pest megye
                             , Dunavarsány",Köztisztviselő,,ts5c6pd3e5,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts5g8ihcj8,1
2017-12-08,egyetemi tanár (1.),Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts5g5tjvf6,1
2017-12-08,egyetemi tanár (2.),Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts5h5pfmd1,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts5h3wj7e1,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts5h2ikyc8,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts5i9ohye3,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts5i7zkne9,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,ts5i5uj5j2,1
2017-12-08,járási tisztiorvos,Hajdú-Bihar Megyei Kormányhivatal,"Hajdú-Bihar megye
                             , Debrecen",Köztisztviselő,,tdye8ismc9,1
2017-12-08,építéshatósági szakügyintéző,Pest Megyei Kormányhivatal,"Pest megye
                             , Érd",Köztisztviselő,,tdye7ea5a5,1
2017-12-08,megyei tisztiorvos,Hajdú-Bihar Megyei Kormányhivatal,"Hajdú-Bihar megye
                             , Debrecen",Köztisztviselő,,tdye7iaxi1,1
2017-12-08,közterület-felügyelő,Kerepesi Polgármesteri Hivatal,"Pest megye
                             , Kerepes",Köztisztviselő,,tdye5ukvc5,1
2017-12-08,pénzügyi ügyintéző,Kerepesi Polgármesteri Hivatal,"Pest megye
                             , Kerepes",Köztisztviselő,,tdye3ekbj2,1
2017-12-08,hegedűtanár,Tatabányai Tankerületi Központ Komáromi Egressy Béni Alapfokú Művészeti Iskola,"Komárom-Esztergom megye
                             , Komárom",Közalkalmazott,,tdye2wf3e5,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Budapest, Budapest",Közalkalmazott,,tdyg5rlmi5,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdyh9tdbb6,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdyh6rlxb2,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Budapest, Budapest",Közalkalmazott,,tdyh4rhcf6,1
2017-12-08,Diétás szakács,Budapest Főváros VII. kerület Erzsébetváros Önkormányzat Bischitz Johanna Integrált Humán Szolgáltató Központ,"Budapest, Budapest",Közalkalmazott,,tdyh3tjxe7,1
2017-12-08,egyetemi tanár,Eötvös Loránd Tudományegyetem,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdyh2zkyd8,1
2017-12-08,gazdasági ügyintéző,MTA Üdülési Központ,"Veszprém megye
                             , Balatonalmádi",Közalkalmazott,,tdyi6ua3g9,1
2017-12-08,óvodavezető,Úri Község Önkormányzata,"Pest megye
                             , Úri",Közalkalmazott,,tdyi5pjcj8,1
2017-12-08,pénzügyi- számviteli ügyintéző,Budapest Főváros VII. kerület Erzsébetváros Önkormányzat Bischitz Johanna Integrált Humán Szolgáltató Központ,"Budapest, Budapest",Közalkalmazott,,tdxc9pgyc6,1
2017-12-08,Közterület- felügyelő,Belváros-Lipótváros Bp. Főv. V. ker. Közterület-Felügyelet,"Budapest, Budapest",Köztisztviselő,,tdxe7zaxj1,1
